Episode,FPR_Classical,FNR_Classical,FPR_Hybrid,FNR_Hybrid
1,0.5180722891566265,0.5042735042735043,0.4897959183673469,0.5392156862745098
2,0.5,0.543859649122807,0.5208333333333334,0.4519230769230769
3,0.42391304347826086,0.4537037037037037,0.4731182795698925,0.5514018691588785
4,0.5113636363636364,0.5089285714285714,0.4470588235294118,0.41739130434782606
5,0.5094339622641509,0.48936170212765956,0.524390243902439,0.5677966101694916
6,0.6326530612244898,0.39215686274509803,0.5666666666666667,0.5454545454545454
7,0.53,0.47,0.44680851063829785,0.5188679245283019
8,0.4777777777777778,0.32727272727272727,0.4782608695652174,0.5
9,0.6145833333333334,0.3557692307692308,0.5294117647058824,0.47959183673469385
10,0.5543478260869565,0.4444444444444444,0.5,0.4056603773584906
11,0.6018518518518519,0.34782608695652173,0.5204081632653061,0.4803921568627451
12,0.5274725274725275,0.28440366972477066,0.5333333333333333,0.42105263157894735
13,0.5227272727272727,0.375,0.40860215053763443,0.514018691588785
14,0.5353535353535354,0.40594059405940597,0.6105263157894737,0.42857142857142855
15,0.5638297872340425,0.33962264150943394,0.5894736842105263,0.5238095238095238
16,0.504950495049505,0.40404040404040403,0.45918367346938777,0.5784313725490197
17,0.5138888888888888,0.265625,0.5053763440860215,0.37383177570093457
18,0.5274725274725275,0.3211009174311927,0.5581395348837209,0.4649122807017544
19,0.5263157894736842,0.26666666666666666,0.43820224719101125,0.42342342342342343
20,0.5157894736842106,0.3142857142857143,0.5824175824175825,0.4036697247706422
21,0.5,0.25471698113207547,0.5204081632653061,0.5
22,0.5494505494505495,0.3302752293577982,0.4673913043478261,0.42592592592592593
23,0.5,0.26851851851851855,0.5050505050505051,0.504950495049505
24,0.46875,0.22115384615384615,0.5777777777777777,0.4909090909090909
25,0.4666666666666667,0.33636363636363636,0.5327102803738317,0.45161290322580644
26,0.4888888888888889,0.3181818181818182,0.5473684210526316,0.4
27,0.4838709677419355,0.2616822429906542,0.5176470588235295,0.41739130434782606
28,0.5529411764705883,0.26956521739130435,0.5625,0.5288461538461539
29,0.5425531914893617,0.19811320754716982,0.5252525252525253,0.42574257425742573
30,0.5280898876404494,0.21621621621621623,0.5876288659793815,0.4174757281553398
31,0.3763440860215054,0.17757009345794392,0.5526315789473685,0.3790322580645161
32,0.40816326530612246,0.17647058823529413,0.5979381443298969,0.3786407766990291
33,0.4583333333333333,0.23076923076923078,0.5842696629213483,0.45045045045045046
34,0.3918918918918919,0.21428571428571427,0.5887850467289719,0.45161290322580644
35,0.42857142857142855,0.21568627450980393,0.6585365853658537,0.3559322033898305
36,0.34065934065934067,0.26605504587155965,0.62,0.38
37,0.35365853658536583,0.2033898305084746,0.5531914893617021,0.4056603773584906
38,0.358695652173913,0.17592592592592593,0.46153846153846156,0.46788990825688076
39,0.4019607843137255,0.22448979591836735,0.625,0.36607142857142855
40,0.3548387096774194,0.21495327102803738,0.6,0.425
41,0.37209302325581395,0.21052631578947367,0.5252525252525253,0.33663366336633666
42,0.3473684210526316,0.12380952380952381,0.6458333333333334,0.4423076923076923
43,0.5679012345679012,0.21008403361344538,0.5252525252525253,0.3564356435643564
44,0.32978723404255317,0.20754716981132076,0.6021505376344086,0.4205607476635514
45,0.5,0.28846153846153844,0.5888888888888889,0.3181818181818182
46,0.3645833333333333,0.1346153846153846,0.5979381443298969,0.3300970873786408
47,0.42168674698795183,0.19658119658119658,0.625,0.3076923076923077
48,0.3854166666666667,0.19230769230769232,0.6261682242990654,0.40860215053763443
49,0.36363636363636365,0.2376237623762376,0.6413043478260869,0.48148148148148145
50,0.3448275862068966,0.23008849557522124,0.59375,0.3557692307692308
51,0.391304347826087,0.18518518518518517,0.6831683168316832,0.40404040404040403
52,0.28865979381443296,0.24271844660194175,0.625,0.36607142857142855
53,0.42424242424242425,0.21782178217821782,0.6494845360824743,0.3883495145631068
54,0.3185840707964602,0.22988505747126436,0.5977011494252874,0.3805309734513274
55,0.38,0.24,0.6344086021505376,0.4766355140186916
56,0.40384615384615385,0.21875,0.6138613861386139,0.3838383838383838
57,0.3488372093023256,0.19298245614035087,0.5903614457831325,0.37606837606837606
58,0.36,0.25,0.5869565217391305,0.39814814814814814
59,0.3870967741935484,0.2336448598130841,0.6210526315789474,0.3523809523809524
60,0.32989690721649484,0.23300970873786409,0.5978260869565217,0.37037037037037035
61,0.34782608695652173,0.1574074074074074,0.5625,0.375
62,0.28865979381443296,0.27184466019417475,0.6979166666666666,0.40384615384615385
63,0.24444444444444444,0.17272727272727273,0.6777777777777778,0.33636363636363636
64,0.3225806451612903,0.22429906542056074,0.5353535353535354,0.3465346534653465
65,0.3125,0.21153846153846154,0.5652173913043478,0.42592592592592593
66,0.29545454545454547,0.26785714285714285,0.6785714285714286,0.3275862068965517
67,0.2916666666666667,0.19230769230769232,0.6162790697674418,0.42105263157894735
68,0.2553191489361702,0.2358490566037736,0.6136363636363636,0.3482142857142857
69,0.3333333333333333,0.22727272727272727,0.6601941747572816,0.38144329896907214
70,0.3431372549019608,0.20408163265306123,0.5666666666666667,0.33636363636363636
71,0.20833333333333334,0.23076923076923078,0.6593406593406593,0.29357798165137616
72,0.35294117647058826,0.19130434782608696,0.5794392523364486,0.34408602150537637
73,0.27450980392156865,0.25510204081632654,0.5652173913043478,0.39814814814814814
74,0.3076923076923077,0.25688073394495414,0.660377358490566,0.425531914893617
75,0.3655913978494624,0.205607476635514,0.6288659793814433,0.4174757281553398
76,0.2823529411764706,0.19130434782608696,0.5729166666666666,0.3173076923076923
77,0.3069306930693069,0.1717171717171717,0.6310679611650486,0.38144329896907214
78,0.313953488372093,0.16666666666666666,0.6263736263736264,0.3577981651376147
79,0.3684210526315789,0.20952380952380953,0.5876288659793815,0.3300970873786408
80,0.29473684210526313,0.19047619047619047,0.6634615384615384,0.40625
81,0.2653061224489796,0.20588235294117646,0.6129032258064516,0.29906542056074764
82,0.28888888888888886,0.11818181818181818,0.5346534653465347,0.3939393939393939
83,0.2815533980582524,0.14432989690721648,0.6506024096385542,0.3247863247863248
84,0.24691358024691357,0.18487394957983194,0.6224489795918368,0.39215686274509803
85,0.24444444444444444,0.14545454545454545,0.6585365853658537,0.3983050847457627
86,0.31521739130434784,0.21296296296296297,0.6185567010309279,0.32038834951456313
87,0.2441860465116279,0.17543859649122806,0.6407766990291263,0.422680412371134
88,0.313953488372093,0.16666666666666666,0.59375,0.375
89,0.32926829268292684,0.15254237288135594,0.6796116504854369,0.3711340206185567
90,0.2403846153846154,0.125,0.5555555555555556,0.31521739130434784
91,0.29213483146067415,0.09009009009009009,0.5979381443298969,0.4174757281553398
92,0.2826086956521739,0.2222222222222222,0.5888888888888889,0.39090909090909093
93,0.29,0.12,0.6435643564356436,0.32323232323232326
94,0.28431372549019607,0.11224489795918367,0.5975609756097561,0.4830508474576271
95,0.2978723404255319,0.16037735849056603,0.5684210526315789,0.3619047619047619
96,0.3211009174311927,0.16483516483516483,0.6382978723404256,0.41509433962264153
97,0.3333333333333333,0.168141592920354,0.5638297872340425,0.33962264150943394
98,0.2708333333333333,0.16346153846153846,0.6947368421052632,0.3142857142857143
99,0.30666666666666664,0.16,0.6770833333333334,0.3942307692307692
100,0.2391304347826087,0.12037037037037036,0.6170212765957447,0.32075471698113206
101,0.26373626373626374,0.1926605504587156,0.5591397849462365,0.308411214953271
102,0.24719101123595505,0.1891891891891892,0.6538461538461539,0.3333333333333333
103,0.21348314606741572,0.17117117117117117,0.5729166666666666,0.40384615384615385
104,0.27184466019417475,0.24742268041237114,0.7282608695652174,0.37037037037037035
105,0.2391304347826087,0.12962962962962962,0.632183908045977,0.3274336283185841
106,0.27956989247311825,0.14018691588785046,0.5698924731182796,0.29906542056074764
107,0.18888888888888888,0.24545454545454545,0.574468085106383,0.25471698113207547
108,0.17105263157894737,0.22580645161290322,0.6938775510204082,0.3333333333333333
109,0.22826086956521738,0.26851851851851855,0.6,0.26
110,0.22826086956521738,0.2037037037037037,0.6078431372549019,0.3469387755102041
111,0.1595744680851064,0.22641509433962265,0.7029702970297029,0.30303030303030304
112,0.20454545454545456,0.125,0.5959595959595959,0.297029702970297
113,0.15730337078651685,0.22522522522522523,0.6086956521739131,0.26851851851851855
114,0.16091954022988506,0.168141592920354,0.79,0.27
115,0.28,0.14,0.7373737373737373,0.2871287128712871
116,0.11578947368421053,0.2,0.5903614457831325,0.26495726495726496
117,0.1590909090909091,0.19642857142857142,0.6829268292682927,0.288135593220339
118,0.23469387755102042,0.16666666666666666,0.6530612244897959,0.3137254901960784
119,0.3023255813953488,0.22807017543859648,0.7373737373737373,0.2871287128712871
120,0.19767441860465115,0.21052631578947367,0.7204301075268817,0.2523364485981308
121,0.19607843137254902,0.21428571428571427,0.7551020408163265,0.35294117647058826
122,0.28888888888888886,0.22727272727272727,0.6914893617021277,0.2358490566037736
123,0.16494845360824742,0.14563106796116504,0.7283950617283951,0.226890756302521
124,0.1686746987951807,0.23076923076923078,0.6813186813186813,0.27522935779816515
125,0.17045454545454544,0.15178571428571427,0.6595744680851063,0.20754716981132076
126,0.2247191011235955,0.2072072072072072,0.6597938144329897,0.32038834951456313
127,0.24742268041237114,0.1941747572815534,0.5918367346938775,0.2549019607843137
128,0.14563106796116504,0.18556701030927836,0.7631578947368421,0.22580645161290322
129,0.18,0.17,0.7222222222222222,0.22727272727272727
130,0.18181818181818182,0.20535714285714285,0.7087378640776699,0.20618556701030927
131,0.22105263157894736,0.23809523809523808,0.7333333333333333,0.3090909090909091
132,0.2125,0.25,0.7375,0.25833333333333336
133,0.24210526315789474,0.2761904761904762,0.6444444444444445,0.22727272727272727
134,0.2391304347826087,0.1574074074074074,0.7156862745098039,0.1836734693877551
135,0.28888888888888886,0.14545454545454545,0.7128712871287128,0.1919191919191919
136,0.18947368421052632,0.1523809523809524,0.7368421052631579,0.23387096774193547
137,0.2079207920792079,0.1414141414141414,0.6739130434782609,0.18518518518518517
138,0.19480519480519481,0.15447154471544716,0.7012987012987013,0.2926829268292683
139,0.1935483870967742,0.18691588785046728,0.7252747252747253,0.25688073394495414
140,0.2826086956521739,0.12962962962962962,0.6494845360824743,0.17475728155339806
141,0.24271844660194175,0.18556701030927836,0.6601941747572816,0.15463917525773196
142,0.15789473684210525,0.1523809523809524,0.7362637362637363,0.1834862385321101
143,0.2087912087912088,0.22935779816513763,0.7162162162162162,0.2222222222222222
144,0.23333333333333334,0.2,0.6666666666666666,0.23469387755102042
145,0.28735632183908044,0.23008849557522124,0.8,0.19047619047619047
146,0.24489795918367346,0.20588235294117646,0.6559139784946236,0.21495327102803738
147,0.1919191919191919,0.16831683168316833,0.7252747252747253,0.27522935779816515
148,0.22580645161290322,0.1588785046728972,0.7872340425531915,0.19811320754716982
149,0.24742268041237114,0.20388349514563106,0.8152173913043478,0.2222222222222222
150,0.29069767441860467,0.17543859649122806,0.6896551724137931,0.19469026548672566
151,0.2111111111111111,0.21818181818181817,0.6588235294117647,0.22608695652173913
152,0.2716049382716049,0.226890756302521,0.71875,0.25961538461538464
153,0.3173076923076923,0.16666666666666666,0.6385542168674698,0.21367521367521367
154,0.24444444444444444,0.11818181818181818,0.8024691358024691,0.13445378151260504
155,0.20833333333333334,0.16346153846153846,0.6701030927835051,0.17475728155339806
156,0.2828282828282828,0.19801980198019803,0.73,0.19
157,0.29347826086956524,0.12962962962962962,0.7446808510638298,0.2358490566037736
158,0.20652173913043478,0.12962962962962962,0.7640449438202247,0.26126126126126126
159,0.23076923076923078,0.1875,0.7157894736842105,0.24761904761904763
160,0.28431372549019607,0.16326530612244897,0.7634408602150538,0.16822429906542055
161,0.2558139534883721,0.16666666666666666,0.7676767676767676,0.15841584158415842
162,0.2972972972972973,0.16853932584269662,0.6597938144329897,0.14563106796116504
163,0.26373626373626374,0.11926605504587157,0.7738095238095238,0.20689655172413793
164,0.19801980198019803,0.15151515151515152,0.6701030927835051,0.20388349514563106
165,0.2247191011235955,0.16216216216216217,0.75,0.2037037037037037
166,0.21839080459770116,0.23893805309734514,0.7529411764705882,0.2
167,0.21,0.18,0.6804123711340206,0.21359223300970873
168,0.17333333333333334,0.208,0.7475728155339806,0.25773195876288657
169,0.26582278481012656,0.14049586776859505,0.6274509803921569,0.1836734693877551
170,0.3411764705882353,0.1391304347826087,0.782608695652174,0.21296296296296297
171,0.22988505747126436,0.17699115044247787,0.5930232558139535,0.18421052631578946
172,0.24761904761904763,0.24210526315789474,0.7524752475247525,0.13131313131313133
173,0.2247191011235955,0.07207207207207207,0.7526881720430108,0.22429906542056074
174,0.3157894736842105,0.17142857142857143,0.6707317073170732,0.13559322033898305
175,0.18478260869565216,0.18518518518518517,0.7047619047619048,0.17894736842105263
176,0.2736842105263158,0.2,0.7471264367816092,0.19469026548672566
177,0.24271844660194175,0.15463917525773196,0.7209302325581395,0.21929824561403508
178,0.21505376344086022,0.16822429906542055,0.8118811881188119,0.16161616161616163
179,0.21428571428571427,0.18627450980392157,0.6559139784946236,0.1588785046728972
180,0.2777777777777778,0.18181818181818182,0.6875,0.20192307692307693
181,0.22772277227722773,0.16161616161616163,0.7961165048543689,0.21649484536082475
182,0.1827956989247312,0.17757009345794392,0.7096774193548387,0.1588785046728972
183,0.22077922077922077,0.13821138211382114,0.7096774193548387,0.18691588785046728
184,0.18181818181818182,0.16071428571428573,0.6886792452830188,0.2553191489361702
185,0.16216216216216217,0.12698412698412698,0.7653061224489796,0.20588235294117646
186,0.20689655172413793,0.1592920353982301,0.7176470588235294,0.13043478260869565
187,0.2716049382716049,0.1092436974789916,0.7526881720430108,0.12149532710280374
188,0.22988505747126436,0.21238938053097345,0.7604166666666666,0.18269230769230768
189,0.27956989247311825,0.09345794392523364,0.7047619047619048,0.17894736842105263
190,0.3076923076923077,0.1559633027522936,0.7373737373737373,0.10891089108910891
191,0.2815533980582524,0.15463917525773196,0.7228915662650602,0.1623931623931624
192,0.3645833333333333,0.10576923076923077,0.7590361445783133,0.15384615384615385
193,0.2604166666666667,0.14423076923076922,0.7289719626168224,0.16129032258064516
194,0.29,0.19,0.7948717948717948,0.14754098360655737
195,0.2903225806451613,0.06542056074766354,0.7674418604651163,0.17543859649122806
196,0.29213483146067415,0.07207207207207207,0.6666666666666666,0.16379310344827586
197,0.25263157894736843,0.11428571428571428,0.72,0.16
198,0.32558139534883723,0.12280701754385964,0.6923076923076923,0.1559633027522936
199,0.3684210526315789,0.13333333333333333,0.6941176470588235,0.19130434782608696
200,0.3163265306122449,0.06862745098039216,0.6629213483146067,0.16216216216216217
201,0.26595744680851063,0.09433962264150944,0.6847826086956522,0.1388888888888889
202,0.32967032967032966,0.07339449541284404,0.7570093457943925,0.12903225806451613
203,0.30526315789473685,0.09523809523809523,0.6931818181818182,0.20535714285714285
204,0.2967032967032967,0.09174311926605505,0.75,0.14655172413793102
205,0.28865979381443296,0.11650485436893204,0.8020833333333334,0.20192307692307693
206,0.2926829268292683,0.06779661016949153,0.7764705882352941,0.1565217391304348
207,0.26595744680851063,0.11320754716981132,0.7472527472527473,0.11926605504587157
208,0.29,0.11,0.8118811881188119,0.15151515151515152
209,0.3595505617977528,0.08108108108108109,0.7582417582417582,0.11926605504587157
210,0.3176470588235294,0.12173913043478261,0.7263157894736842,0.12380952380952381
211,0.3838383838383838,0.04950495049504951,0.7176470588235294,0.17391304347826086
212,0.21348314606741572,0.06306306306306306,0.6923076923076923,0.1721311475409836
213,0.3333333333333333,0.14018691588785046,0.7040816326530612,0.16666666666666666
214,0.2976190476190476,0.09482758620689655,0.7191011235955056,0.16216216216216217
215,0.37362637362637363,0.10091743119266056,0.7362637362637363,0.1926605504587156
216,0.26744186046511625,0.14912280701754385,0.6262626262626263,0.15841584158415842
217,0.24705882352941178,0.12173913043478261,0.7553191489361702,0.14150943396226415
218,0.35051546391752575,0.10679611650485436,0.6632653061224489,0.16666666666666666
219,0.30526315789473685,0.10476190476190476,0.7216494845360825,0.14563106796116504
220,0.358695652173913,0.08333333333333333,0.6597938144329897,0.1553398058252427
221,0.20454545454545456,0.11607142857142858,0.6179775280898876,0.3063063063063063
222,0.29347826086956524,0.1388888888888889,0.7380952380952381,0.1810344827586207
223,0.26666666666666666,0.10526315789473684,0.7446808510638298,0.24528301886792453
224,0.26136363636363635,0.07142857142857142,0.7052631578947368,0.18095238095238095
225,0.2608695652173913,0.1574074074074074,0.7625,0.15833333333333333
226,0.29213483146067415,0.11711711711711711,0.7191011235955056,0.18018018018018017
227,0.2872340425531915,0.14150943396226415,0.75,0.16346153846153846
228,0.23157894736842105,0.10476190476190476,0.7558139534883721,0.18421052631578946
229,0.28421052631578947,0.1619047619047619,0.7586206896551724,0.18584070796460178
230,0.2647058823529412,0.17346938775510204,0.7906976744186046,0.17543859649122806
231,0.24719101123595505,0.12612612612612611,0.6276595744680851,0.16981132075471697
232,0.22093023255813954,0.14912280701754385,0.7528089887640449,0.11711711711711711
233,0.2345679012345679,0.09243697478991597,0.7659574468085106,0.12264150943396226
234,0.3157894736842105,0.09523809523809523,0.6804123711340206,0.1650485436893204
235,0.26373626373626374,0.08256880733944955,0.6404494382022472,0.1981981981981982
236,0.2978723404255319,0.0660377358490566,0.7395833333333334,0.18269230769230768
237,0.3870967741935484,0.1308411214953271,0.6534653465346535,0.1919191919191919
238,0.26785714285714285,0.11363636363636363,0.7738095238095238,0.11206896551724138
239,0.2962962962962963,0.14285714285714285,0.6966292134831461,0.17117117117117117
240,0.16161616161616163,0.06930693069306931,0.7096774193548387,0.12149532710280374
241,0.22105263157894736,0.1523809523809524,0.6842105263157895,0.2
242,0.24489795918367346,0.10784313725490197,0.7532467532467533,0.22764227642276422
243,0.22093023255813954,0.14035087719298245,0.7448979591836735,0.17647058823529413
244,0.23076923076923078,0.09174311926605505,0.6818181818181818,0.125
245,0.27472527472527475,0.12844036697247707,0.7282608695652174,0.1574074074074074
246,0.32222222222222224,0.16363636363636364,0.7283950617283951,0.08403361344537816
247,0.2125,0.13333333333333333,0.6593406593406593,0.12844036697247707
248,0.2608695652173913,0.09259259259259259,0.7037037037037037,0.1092436974789916
249,0.2828282828282828,0.06930693069306931,0.7816091954022989,0.13274336283185842
250,0.2696629213483146,0.16216216216216217,0.7727272727272727,0.16964285714285715
251,0.30612244897959184,0.14705882352941177,0.735632183908046,0.20353982300884957
252,0.22972972972972974,0.1111111111111111,0.69,0.13
253,0.31,0.06,0.7395833333333334,0.125
254,0.28421052631578947,0.0380952380952381,0.5922330097087378,0.14432989690721648
255,0.25252525252525254,0.0891089108910891,0.71875,0.20192307692307693
256,0.19047619047619047,0.07368421052631578,0.6699029126213593,0.18556701030927836
257,0.2708333333333333,0.0673076923076923,0.6413043478260869,0.09259259259259259
258,0.37894736842105264,0.13333333333333333,0.6,0.17142857142857143
259,0.3023255813953488,0.043859649122807015,0.7446808510638298,0.12264150943396226
260,0.28125,0.09615384615384616,0.5894736842105263,0.17142857142857143
261,0.28735632183908044,0.09734513274336283,0.7777777777777778,0.15841584158415842
262,0.34444444444444444,0.12727272727272726,0.75,0.1
263,0.2777777777777778,0.07608695652173914,0.7021276595744681,0.16981132075471697
264,0.2978723404255319,0.04716981132075472,0.6595744680851063,0.2641509433962264
265,0.38202247191011235,0.0990990990990991,0.6020408163265306,0.09803921568627451
266,0.31958762886597936,0.02912621359223301,0.5612244897959183,0.17647058823529413
267,0.27,0.09,0.6666666666666666,0.1
268,0.20408163265306123,0.058823529411764705,0.7272727272727273,0.21428571428571427
269,0.21348314606741572,0.05405405405405406,0.6067415730337079,0.13513513513513514
270,0.23469387755102042,0.0784313725490196,0.6344086021505376,0.1308411214953271
271,0.28865979381443296,0.02912621359223301,0.75,0.08695652173913043
272,0.2708333333333333,0.08653846153846154,0.7204301075268817,0.09345794392523364
273,0.3333333333333333,0.05813953488372093,0.6262626262626263,0.1188118811881188
274,0.2909090909090909,0.06666666666666667,0.7391304347826086,0.12037037037037036
275,0.28888888888888886,0.05454545454545454,0.6593406593406593,0.10091743119266056
276,0.30851063829787234,0.04716981132075472,0.7931034482758621,0.19469026548672566
277,0.23376623376623376,0.032520325203252036,0.7010309278350515,0.08737864077669903
278,0.30851063829787234,0.04716981132075472,0.6666666666666666,0.11504424778761062
279,0.3263157894736842,0.01904761904761905,0.6941176470588235,0.13043478260869565
280,0.25,0.03,0.7386363636363636,0.13392857142857142
281,0.3592233009708738,0.020618556701030927,0.6630434782608695,0.12962962962962962
282,0.2804878048780488,0.025423728813559324,0.6632653061224489,0.13725490196078433
283,0.24242424242424243,0.04950495049504951,0.7701149425287356,0.09734513274336283
284,0.23076923076923078,0.01834862385321101,0.6836734693877551,0.08823529411764706
285,0.3763440860215054,0.018691588785046728,0.6470588235294118,0.11224489795918367
286,0.31313131313131315,0.0297029702970297,0.6851851851851852,0.11956521739130435
287,0.2391304347826087,0.046296296296296294,0.6808510638297872,0.1320754716981132
288,0.27722772277227725,0.030303030303030304,0.7362637362637363,0.03669724770642202
289,0.35789473684210527,0.02857142857142857,0.6875,0.10576923076923077
290,0.23333333333333334,0.05454545454545454,0.7446808510638298,0.09433962264150944
291,0.3258426966292135,0.009009009009009009,0.75,0.125
292,0.28865979381443296,0.019417475728155338,0.7340425531914894,0.16037735849056603
293,0.28421052631578947,0.0380952380952381,0.6804123711340206,0.10679611650485436
294,0.38372093023255816,0.017543859649122806,0.7733333333333333,0.112
295,0.3287671232876712,0.023622047244094488,0.7978723404255319,0.11320754716981132
296,0.2631578947368421,0.01904761904761905,0.7156862745098039,0.14285714285714285
297,0.24742268041237114,0.019417475728155338,0.6336633663366337,0.10101010101010101
298,0.3146067415730337,0.009009009009009009,0.7777777777777778,0.14285714285714285
299,0.22,0.03,0.7590361445783133,0.07692307692307693
300,0.2631578947368421,0.02857142857142857,0.8072289156626506,0.1111111111111111
301,0.3146067415730337,0.02702702702702703,0.7307692307692307,0.07291666666666667
